  UID   PID  PPID   C STIME   TTY           TIME CMD
  501  2594     1   0  6 925  ??         0:00.04 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/SpeechSynthesis.framework/Versions/A/XPCServices/SpeechSynthesisServerXPC.xpc/Contents/MacOS/SpeechSynthesisServerXPC
  501  2597     1   0  6 925  ??         0:03.21 /System/Library/PrivateFrameworks/WebPrivacy.framework/webprivacyd
    0  2600     1   0  6 925  ??         0:00.06 /System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer
  501  2601     1   0  6 925  ??         0:01.70 /System/Library/ExtensionKit/Extensions/OfficeThumbnailExtension.appex/Contents/MacOS/OfficeThumbnailExtension
  501  2602     1   0  6 925  ??         0:06.97 /System/Library/ExtensionKit/Extensions/WebThumbnailExtension.appex/Contents/MacOS/WebThumbnailExtension
  501  2603     1   0  6 925  ??         0:03.66 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
  501  3486     1   0  6 925  ??         0:01.64 /System/Library/ExtensionKit/Extensions/TextThumbnailExtension.appex/Contents/MacOS/TextThumbnailExtension
  501  3798     1   0  6 925  ??         0:00.31 /usr/bin/ssh-agent -l
  501  3845     1   0  6 925  ??         0:00.31 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService
  501  3851     1   0  6 925  ??         0:00.69 /System/Library/PrivateFrameworks/IMTranscoding.framework/XPCServices/IMTranscoderAgent.xpc/Contents/MacOS/IMTranscoderAgent
  501  3852     1   0  6 925  ??         0:00.71 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService
  501  3853     1   0  6 925  ??         0:00.26 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/reversetemplated
  501  3855     1   0  6 925  ??         0:00.11 /usr/libexec/textunderstandingd
  501  4130     1   0  6 925  ??         0:00.04 /usr/libexec/spindump_agent
  501  4452     1   0  6 925  ??         0:00.27 /usr/libexec/feedbackd
  501  4602     1   0  6 925  ??         0:11.46 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/managedcorespotlightd
  501  4613     1   0  6 925  ??         0:00.44 /System/Library/ExtensionKit/Extensions/PackageThumbnailExtension.appex/Contents/MacOS/PackageThumbnailExtension
  501  5155     1   0  6 925  ??         0:00.26 /System/Library/PrivateFrameworks/CoreRecents.framework/Versions/A/Support/recentsd
    0  5163     1   0 수12#오전 ??         0:07.53 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/XPCServices/XProtectPluginService.xpc/Contents/MacOS/XProtectPluginService
    0  5388     1   0  6 925  ??         0:08.67 /usr/libexec/ospredictiond
  501  5636     1   0  6 925  ??         0:00.37 /System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsagent
  278  5844     1   0  7 925  ??         0:00.21 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/EAUpdaterService.xpc/Contents/MacOS/EAUpdaterService
  294  6219     1   0  7 925  ??         0:11.39 /usr/sbin/distnoted agent
    0  6276     1   0  7 925  ??         0:01.65 /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
    0  6277     1   0  7 925  ??         0:00.07 /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
  501  9302     1   0  8 925  ??        10:33.95 /System/iOSSupport/System/Library/PrivateFrameworks/VoiceMemos.framework/Support/voicememod
  501 10047     1   0  8 925  ??         0:14.13 /System/Library/CoreServices/UserNotificationCenter.app/Contents/MacOS/UserNotificationCenter
  501 11260     1   0  8 925  ??         0:01.60 /System/Library/CoreServices/navd
  501 12111     1   0  8 925  ??         0:15.23 /System/Library/CoreServices/Dock.app/Contents/XPCServices/DockHelper.xpc/Contents/MacOS/DockHelper
  278 12132     1   0  8 925  ??         0:20.03 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
  501 12134     1   0  8 925  ??         0:13.82 /System/Library/CoreServices/PowerChime.app/Contents/MacOS/PowerChime
  278 12135     1   0  8 925  ??         0:00.39 /usr/sbin/cfprefsd agent
  278 12136     1   0  8 925  ??         0:05.64 /usr/libexec/trustd --agent
  501 12151     1   0  8 925  ??         0:02.15 /System/Library/PrivateFrameworks/PrivateCloudCompute.framework/privatecloudcomputed.app/Contents/MacOS/privatecloudcomputed
  501 12152     1   0  8 925  ??         0:00.90 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
    0 12156     1   0  8 925  ??         0:00.04 /usr/libexec/griddatad
  501 12158     1   0  8 925  ??         0:00.36 /usr/libexec/ciphermld
  273 12160     1   0  8 925  ??         0:00.27 /usr/sbin/cfprefsd agent
  501 12164     1   0  8 925  ??         0:00.98 /System/Library/PrivateFrameworks/CloudTelemetry.framework/Versions/A/XPCServices/CloudTelemetryService.xpc/Contents/MacOS/CloudTelemetryService
  501 15664     1   0  8 925  ??         0:02.20 /usr/libexec/backgroundassets.user
  501 15665     1   0  8 925  ??         0:15.64 /System/Library/PrivateFrameworks/Noticeboard.framework/Versions/A/Resources/nbagent.app/Contents/MacOS/nbagent
  501 15667     1   0  8 925  ??         0:00.14 /System/Library/PrivateFrameworks/RemoteManagement.framework/RemoteManagementAgent
  501 15668     1   0  8 925  ??         0:02.60 /usr/libexec/proactiveeventtrackerd
  501 15678     1   0  8 925  ??         0:00.12 /System/Library/PrivateFrameworks/RemoteManagement.framework/XPCServices/AccountSubscriber.xpc/Contents/MacOS/AccountSubscriber
    0 15680     1   0  8 925  ??         0:00.09 /System/Library/PrivateFrameworks/Noticeboard.framework/Versions/A/Resources/nbstated
    0 15682     1   0  8 925  ??         0:00.06 /usr/libexec/microstackshot
    0 15686     1   0  8 925  ??         0:00.11 /usr/libexec/sysdiagnosed
  501 15690     1   0  8 925  ??         0:00.06 /System/Library/CoreServices/Setup Assistant.app/Contents/Resources/mbuseragent
  247 15693     1   0  8 925  ??         0:00.11 /System/Library/PrivateFrameworks/GameControllerFoundation.framework/Versions/A/XPCServices/GameControllerConfigService.xpc/Contents/MacOS/GameControllerConfigService
  501 15694     1   0  8 925  ??         0:00.16 /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/XPCServices/media-indexer.xpc/Contents/MacOS/media-indexer
  501 15695     1   0  8 925  ??         0:08.12 /System/Library/PrivateFrameworks/AMPLibrary.framework/Versions/A/Support/AMPLibraryAgent --launchd
  501 15697     1   0  8 925  ??         0:00.06 /System/Library/PrivateFrameworks/BookKit.framework/Versions/A/XPCServices/com.apple.BKAgentService.xpc/Contents/MacOS/com.apple.BKAgentService
  501 15698     1   0  8 925  ??         0:00.06 /System/Library/PrivateFrameworks/AMPLibrary.framework/Versions/A/Support/AMPArtworkAgent --launchd
  501 15717     1   0  8 925  ??         0:00.02 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
    0 15721     1   0  8 925  ??         0:00.05 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdsync -s mdworker-scan -c MDSSyncScanWorker -m com.apple.metadata.mds.scan
  257 15722     1   0  8 925  ??         0:00.09 /usr/libexec/DataDetectorsSourceAccess
  501 15954     1   0  8 925  ??         0:00.44 /usr/libexec/dprivacyd
    0 15955     1   0  8 925  ??         0:00.38 /usr/libexec/dprivacyd
    0 15964     1   0  8 925  ??         0:00.35 /System/Library/PrivateFrameworks/AppleNeuralEngine.framework/XPCServices/ANEStorageMaintainer.xpc/Contents/MacOS/ANEStorageMaintainer
  296 15965     1   0  8 925  ??         0:00.04 /System/Library/PrivateFrameworks/AppleNeuralEngine.framework/XPCServices/ANEStorageMaintainer.xpc/Contents/MacOS/ANEStorageMaintainer
  296 15967     1   0  8 925  ??         0:10.51 /usr/sbin/distnoted agent
  296 15968     1   0  8 925  ??         0:00.25 /usr/sbin/cfprefsd agent
  200 15975     1   0  8 925  ??         0:00.28 /usr/sbin/cfprefsd agent
  242 15980     1   0  8 925  ??         0:00.26 /usr/sbin/cfprefsd agent
   92 16015     1   0  8 925  ??         0:00.29 /usr/sbin/cfprefsd agent
  501 16017     1   0  8 925  ??         0:18.34 /System/Library/PrivateFrameworks/ContactsDonation.framework/Versions/A/Support/contactsdonationagent
  260 16027     1   0  8 925  ??         0:00.28 /usr/sbin/cfprefsd agent
  277 16028     1   0  8 925  ??         0:00.27 /usr/sbin/cfprefsd agent
  294 16029     1   0  8 925  ??         0:00.26 /usr/sbin/cfprefsd agent
  501 16216     1   0  8 925  ??         0:00.06 /usr/libexec/mlruntimed
  501 16480     1   0  8 925  ??         0:14.82 /System/Library/PrivateFrameworks/FileProviderDaemon.framework/XPCServices/FPCKService.xpc/Contents/MacOS/FPCKService
    0 16531     1   0  8 925  ??         0:00.15 /System/Library/PrivateFrameworks/PerfPowerServicesReader.framework/Versions/A/XPCServices/PerfPowerTelemetryReaderService.xpc/Contents/MacOS/PerfPowerTelemetryReaderService
  501 16614     1   0  8 925  ??         0:05.26 /System/Library/PrivateFrameworks/MediaAnalysisAccess.framework/Versions/A/XPCServices/mediaanalysisd-access.xpc/Contents/MacOS/mediaanalysisd-access
  501 16633     1   0  8 925  ??         0:00.03 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501 16634     1   0  8 925  ??         0:01.27 /System/Library/PrivateFrameworks/MediaConversionService.framework/Versions/A/XPCServices/com.apple.photos.ImageConversionService.xpc/Contents/MacOS/com.apple.photos.ImageConversionService
  501 16637     1   0  8 925  ??         0:01.64 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService
  501 16697     1   0  8 925  ??         0:00.09 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
    0 17411     1   0 수04AM ??         0:06.45 /System/Library/PrivateFrameworks/EcosystemAnalytics.framework/Support/ecosystemanalyticsd
    0 18477     1   0  9 925  ??         0:00.55 /usr/libexec/taskgated
  302 19378     1   0  9 925  ??         0:00.08 /System/Library/CoreServices/ReportSystemMemory
    0 20751     1   0 목01AM ??         0:00.04 /usr/libexec/applekeystored
  501 21066     1   0 목01AM ??         0:01.37 /System/Library/Frameworks/ApplicationServices.framework/Frameworks/PrintCore.framework/Versions/A/printtool
  501 24122     1   0 목02AM ??         0:02.48 /System/Library/PrivateFrameworks/AppStoreComponents.framework/Support/appstorecomponentsd
  501 24123     1   0 목02AM ??         0:00.15 /System/Library/ExtensionKit/Extensions/AudiovisualThumbnailExtension.appex/Contents/MacOS/AudiovisualThumbnailExtension
  501 24124     1   0 목02AM ??         0:00.03 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
    0 24127     1   0 목02AM ??         0:00.04 /System/Library/PrivateFrameworks/AssetCacheServicesExtensions.framework/XPCServices/AssetCacheManagerService.xpc/Contents/MacOS/AssetCacheManagerService
  501 24207     1   0  9 925  ??         0:06.92 /System/Library/PrivateFrameworks/PaperKit.framework/Contents/LinkedNotesUIService.app/Contents/MacOS/LinkedNotesUIService
  501 24550     1   0  9 925  ??         0:04.05 /System/Library/Frameworks/Translation.framework/translationd
  307 25593     1   0 목03AM ??         0:00.15 /System/Library/CoreServices/diagnosticservicesd
  501 26968     1   0 목03AM ??         0:03.01 /usr/libexec/studentd
  501 26987     1   0  9 925  ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
    0 26990     1   0  9 925  ??         0:00.00 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
    0 27185     1   0  9 925  ??         0:00.02 /System/Library/PrivateFrameworks/PackageKit.framework/Versions/A/XPCServices/package_script_service.xpc/Contents/MacOS/package_script_service
  501 27199     1   0  9 925  ??         0:00.30 /Applications/MATLAB_R2025a.app/bin/maca64/MathWorksCrashReporter --no-rate-limit --monitor-explicit --sanitize --database=/Users/leeluna0476/Library/Application Support/MathWorks/wQ7pVWMabXDmrBh3YAbd0an9lL4hQ2wFzMvzXWmEDTM/crash_reports --annotation=crash.handler.uuid=bf247711-7d19-460c-b9bd-a9d23ebde569 --annotation=crash.mode=allowCrashHandlerSharing=1;allowNativeArtifacts=0;debug=0;enable=1;explicit=1;hasValidDisplay=1;indirectMemoryLimit=0;sanitize=1;stackLimit=0;test=0 --annotation=format=minidump --handshake-fd=5
  501 27436     1   0  9 925  ??        13:46.93 /Users/leeluna0476/Library/Application Support/MathWorks/ServiceHost/v2025.9.0.2/MathWorksServiceHost.app/Contents/MacOS/MathWorksServiceHost service --realm-id companion@prod@production
  501 27444 27436   0  9 925  ??         6:33.01 /Users/leeluna0476/Library/Application Support/MathWorks/ServiceHost/v2025.9.0.2/MathWorksServiceHost.app/Contents/Helpers/MathWorksServiceHost-Monitor.app/Contents/MacOS/MathWorksServiceHost-Monitor --client-id 27436 --realm-id companion@prod@production --lifetime-token 53 -1
  501 27587     1   0  9 925  ??         0:00.02 /System/Library/PrivateFrameworks/KerberosHelper/Helpers/DiskUnmountWatcher
  501 30257     1   0 목05AM ??         0:01.99 /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/storeuid.app/Contents/MacOS/storeuid
  501 30258     1   0 목05AM ??         0:02.78 /usr/libexec/gamed
    0 30260     1   0 목05AM ??         0:00.03 /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Versions/A/XPCServices/com.apple.AppStoreDaemon.StorePrivilegedTaskService.xpc/Contents/MacOS/com.apple.AppStoreDaemon.StorePrivilegedTaskService
  501 30285     1   0 목05AM ??         0:00.02 /System/Library/PrivateFrameworks/SafariFoundation.framework/Versions/A/XPCServices/CredentialProviderExtensionHelper.xpc/Contents/MacOS/CredentialProviderExtensionHelper
  501 32968     1   0 목06AM ??         0:00.02 /System/Library/PrivateFrameworks/HelpData.framework/Versions/A/Resources/helpd
  501 36297     1   0 10 925  ??         0:00.05 /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
  501 36317     1   0 10 925  ??         1:06.58 /System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/com.apple.Safari.SafeBrowsing.Service
    0 37645     1   0  9:29AM ??         2:52.11 /usr/libexec/PerfPowerServices
  501 37889     1   0 10:24AM ??         0:02.44 /System/Library/PrivateFrameworks/IntelligencePlatformCompute.framework/Versions/A/XPCServices/IntelligencePlatformComputeService.xpc/Contents/MacOS/IntelligencePlatformComputeService
  501 38391     1   0 10 925  ??         0:01.52 /System/Library/PrivateFrameworks/NewDeviceOutreach.framework/ndoagent
    0 38404     1   0 10 925  ??         0:02.64 /usr/libexec/dirhelper
  501 38477     1   0 10 925  ??         0:00.07 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
    0 39398     1   0 12:26#오전 ??         0:00.02 /System/Library/PrivateFrameworks/FindMyDevice.framework/XPCServices/FindMyDeviceSharedConfigurationXPCService.xpc/Contents/MacOS/FindMyDeviceSharedConfigurationXPCService
    0 39399     1   0 12:26#오전 ??         0:00.45 /System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
  501 39955     1   0 10 925  ??         0:19.23 /System/Applications/Reminders.app/Contents/PlugIns/RemindersWidgetExtension.appex/Contents/MacOS/RemindersWidgetExtension
  501 39974     1   0 10 925  ??         0:00.02 /System/Library/PrivateFrameworks/ToneLibrary.framework/Versions/A/XPCServices/com.apple.tonelibraryd.xpc/Contents/MacOS/com.apple.tonelibraryd
  501 45478     1   0 12:07AM ??         0:00.36 /System/Library/PrivateFrameworks/CoreParsec.framework/parsec-fbf
  501 45500     1   0 12:11AM ??         0:00.04 /System/Library/ExtensionKit/Extensions/RepackagingWorker.appex/Contents/MacOS/RepackagingWorker
  501 45548     1   0 12:16AM ??         8:53.29 /Applications/Google Chrome.app/Contents/MacOS/Google Chrome
  501 45550     1   0 12:16AM ??         0:00.03 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.185/Helpers/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --database=/Users/leeluna0476/Library/Application Support/Google/Chrome/Crashpad --metrics-dir=/Users/leeluna0476/Library/Application Support/Google/Chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=plat=OS X --annotation=prod=Chrome_Mac --annotation=ver=140.0.7339.185 --handshake-fd=5
  501 45554 45548   0 12:16AM ??        16:41.69 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.185/Helpers/Google Chrome Helper (GPU).app/Contents/MacOS/Google Chrome Helper (GPU) --type=gpu-process --metrics-client-id=b6ef7521-80f2-4481-a557-742306fd524f --gpu-preferences=SAAAAAAAAAAgAAAIAAAAAAAAAAAAAGAAAwAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --metrics-shmem-handle=1752395122,r,9692460313768393657,16196338490091729692,262144 --field-trial-handle=1718379636,r,9386704734976635655,5115998507056516517,262144 --variations-seed-version=20250918-050041.523000 --seatbelt-client=29
  501 45555 45548   0 12:16AM ??         0:55.80 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.185/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --metrics-client-id=b6ef7521-80f2-4481-a557-742306fd524f --shared-files --metrics-shmem-handle=1752395122,r,10926406427088202770,13551491423775137206,524288 --field-trial-handle=1718379636,r,9386704734976635655,5115998507056516517,262144 --variations-seed-version=20250918-050041.523000 --seatbelt-client=19
  501 45556 45548   0 12:16AM ??         0:03.19 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.185/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --metrics-client-id=b6ef7521-80f2-4481-a557-742306fd524f --shared-files --metrics-shmem-handle=1752395122,r,2240740558556639706,12037841176192283924,524288 --field-trial-handle=1718379636,r,9386704734976635655,5115998507056516517,262144 --variations-seed-version=20250918-050041.523000 --seatbelt-client=30
  501 45569 45548   0 12:16AM ??         0:14.64 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.185/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=b6ef7521-80f2-4481-a557-742306fd524f --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=15 --time-ticks-at-unix-epoch=-1757887738834571 --launch-time-ticks=364067034686 --shared-files --metrics-shmem-handle=1752395122,r,7039836868876617785,10601214481133936042,2097152 --field-trial-handle=1718379636,r,9386704734976635655,5115998507056516517,262144 --variations-seed-version=20250918-050041.523000 --seatbelt-client=178
  501 45685     1   0 12:18AM ??         0:01.45 /System/Library/PrivateFrameworks/ShareKit.framework/Versions/A/PlugIns/ShareSheetUI.appex/Contents/MacOS/ShareSheetUI -AppleLanguages ("en-KR", "ko-KR")
  501 45686     1   0 12:18AM ??         0:02.68 /System/Library/PrivateFrameworks/FinderKit.framework/Versions/A/PlugIns/AirDrop.appex/Contents/MacOS/AirDrop -AppleLanguages ("en-KR", "ko-KR")
  501 45687     1   0 12:18AM ??         0:00.88 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  501 45736     1   0 12:27AM ??         0:00.45 /System/iOSSupport/System/Library/PrivateFrameworks/HomeEnergyDaemon.framework/Support/homeenergyd
  501 45782     1   0 12:43AM ??         0:00.04 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTEncoderXPCService.xpc/Contents/MacOS/VTEncoderXPCService
  501 45785     1   0 12:43AM ??         0:00.07 /System/Library/PrivateFrameworks/SiriTTSService.framework/Versions/A/XPCServices/com.apple.SiriTTSService.TrialProxy.xpc/Contents/MacOS/com.apple.SiriTTSService.TrialProxy
  501 45942     1   0  1:07AM ??         5:24.26 /Applications/Microsoft PowerPoint.app/Contents/MacOS/Microsoft PowerPoint
  501 45947     1   0  1:07AM ??         0:04.33 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
  501 45949     1   0  1:07AM ??         4:07.59 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  501 45950     1   0  1:07AM ??         0:00.91 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
  501 45978     1   0  1:12AM ??         0:00.02 /System/Library/PrivateFrameworks/CSExattrCrypto.framework/Versions/A/XPCServices/CSExattrCryptoService.xpc/Contents/MacOS/CSExattrCryptoService
  501 45981     1   0  1:12AM ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501 46587     1   0  2:04AM ??         0:04.26 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
  501 46588     1   0  2:04AM ??         0:00.68 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
    0 47801     1   0 11 925  ??         0:00.02 /System/Library/Frameworks/Security.framework/authtrampoline
  501 48545     1   0  3:06AM ??         0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  501 49587     1   0  4:21AM ??         0:01.19 /usr/libexec/remindd
  501 49624     1   0  4:30AM ??         0:27.15 /usr/libexec/duetexpertd
  501 49627     1   0  4:31AM ??         0:02.28 /System/Library/PrivateFrameworks/AppPredictionFoundation.framework/Versions/A/XPCServices/AppPredictionIntentsHelperService.xpc/Contents/MacOS/AppPredictionIntentsHelperService
  501 49773     1   0  5:01AM ??         0:00.57 /System/Library/CoreServices/Family.app/Contents/MacOS/Family
  501 50074     1   0  5:14AM ??         0:04.84 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
  501 50075     1   0  5:14AM ??         0:01.13 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
  501 50076 45548   0  5:14AM ??         0:01.50 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.185/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=audio --message-loop-type-ui --metrics-client-id=b6ef7521-80f2-4481-a557-742306fd524f --shared-files --metrics-shmem-handle=1752395122,r,6181667793555068341,17729495636541942036,524288 --field-trial-handle=1718379636,r,9386704734976635655,5115998507056516517,262144 --variations-seed-version=20250918-050041.523000 --seatbelt-client=199
  501 50077 45548   0  5:14AM ??         1:47.30 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.185/Helpers/Google Chrome Helper (Plugin).app/Contents/MacOS/Google Chrome Helper (Plugin) --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-US --service-sandbox-type=none --message-loop-type-ui --metrics-client-id=b6ef7521-80f2-4481-a557-742306fd524f --shared-files --metrics-shmem-handle=1752395122,r,5862457840782825997,11595058118245016069,524288 --field-trial-handle=1718379636,r,9386704734976635655,5115998507056516517,262144 --variations-seed-version=20250918-050041.523000
  501 50404     1   0  5:28AM ??         1:19.25 /System/Applications/Notes.app/Contents/MacOS/Notes
  501 50405     1   0  5:28AM ??         0:00.04 /System/Library/Frameworks/Speech.framework/Versions/A/XPCServices/localspeechrecognition.xpc/Contents/MacOS/localspeechrecognition
  501 50406     1   0  5:28AM ??         0:00.17 /System/Library/Frameworks/LinkPresentation.framework/Versions/A/XPCServices/com.apple.LinkPresentation.LinkSnapshotGeneratorService.xpc/Contents/MacOS/com.apple.LinkPresentation.LinkSnapshotGeneratorService
  501 50408     1   0  5:28AM ??         0:00.23 /System/Library/Frameworks/GroupActivities.framework/Versions/A/XPCServices/GroupSessionService.xpc/Contents/MacOS/GroupSessionService
  501 50562     1   0  5:44AM ??         0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
  501 50614 45548   0  5:53AM ??         0:01.76 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.185/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=b6ef7521-80f2-4481-a557-742306fd524f --extension-process --init-isolate-as-foreground --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=529 --time-ticks-at-unix-epoch=-1757887738834571 --launch-time-ticks=382713715081 --shared-files --metrics-shmem-handle=1752395122,r,9822022062388979602,17547789836452519178,2097152 --field-trial-handle=1718379636,r,9386704734976635655,5115998507056516517,262144 --variations-seed-version=20250918-050041.523000 --seatbelt-client=205
  501 50615 45548   0  5:53AM ??         0:10.48 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/140.0.7339.185/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=b6ef7521-80f2-4481-a557-742306fd524f --pdf-renderer --lang=en-US --js-flags=--jitless --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=530 --time-ticks-at-unix-epoch=-1757887738834571 --launch-time-ticks=382713782347 --shared-files --metrics-shmem-handle=1752395122,r,2780547068852483368,16098423072046964426,2097152 --field-trial-handle=1718379636,r,9386704734976635655,5115998507056516517,262144 --variations-seed-version=20250918-050041.523000 --seatbelt-client=90
  501 50648   523   0  6:00AM ??         0:00.09 /System/Library/SystemConfiguration/EAPOLController.bundle/Contents/Resources/eapolclient -i en0 -u 501 -g 20
  222 50649     1   0  6:00AM ??         0:00.09 /usr/sbin/netbiosd
